,train,eval
0,0.502111891474364,0.38006973866201466
1,0.4337669084867779,0.381056864846297
2,0.4080448799397586,0.36342181732967316
3,0.3933350250757528,0.4181306253223607
4,0.3803591538642375,0.4042149889436244
5,0.3730372063429007,0.3720790609761983
6,0.36492465155656045,0.368950170930475
