,train,eval
0,0.3448037549853325,0.26024238020181656
1,0.21821305230259896,0.25727686285972595
2,0.21233683116734028,0.19669301807880402
3,0.19816090874373912,0.1918966881930828
4,0.1919680457562208,0.23582137003540993
5,0.1923381820321083,0.20134707167744637
6,0.189299344830215,0.21080118790268898
7,0.19308344312012196,0.23623570799827576
8,0.2056849215179682,0.20293185859918594
9,0.1861522186547518,0.2081664763391018
10,0.18779089376330377,0.19926656410098076
11,0.20825535692274572,0.22478431090712547
12,0.19722601817920804,0.19335169717669487
13,0.19342835061252117,0.2062599528580904
14,0.19214821457862855,0.1846284531056881
15,0.17670076284557582,0.21196052804589272
16,0.19285092502832413,0.20982137322425842
17,0.18570024482905864,0.24988848343491554
18,0.19879953246563672,0.19223441556096077
19,0.18136219214648008,0.19391269981861115
20,0.1738890826702118,0.19806629419326782
21,0.16912246383726598,0.190163005143404
22,0.16714983768761157,0.19618355855345726
23,0.16656807474792004,0.2057403028011322
24,0.16630037128925323,0.21011989936232567
25,0.17854124177247285,0.21868550032377243
26,0.18259066976606847,0.18249835073947906
27,0.17343776784837245,0.1959546785801649
28,0.16480176150798798,0.19571402296423912
29,0.1608569696545601,0.18519407883286476
30,0.15600338876247405,0.18801935948431492
31,0.16514382790774107,0.19050677120685577
32,0.1472631838172674,0.2069009616971016
33,0.15269924569875,0.19157953560352325
34,0.14922662638127804,0.20250897482037544
35,0.15500842975452542,0.20945074781775475
36,0.14869966302067042,0.18360928818583488
37,0.13707860168069602,0.2106819599866867
38,0.1423557039350271,0.2161298468708992
39,0.1347454191185534,0.20013010501861572
40,0.1363294905051589,0.19466381520032883
41,0.1262573454529047,0.21665256842970848
42,0.12888455763459206,0.20899555832147598
43,0.13195004230365157,0.209672711789608
44,0.12394669707864522,0.20412994548678398
45,0.12438456788659095,0.20407303422689438
46,0.13522968012839556,0.21844256296753883
47,0.12467255610972643,0.20950398966670036
