CFS_5_NSRR_ID
800002
800010
800011
800017
800021
800024
800027
800032
800035
800037
800038
800040
800045
800047
800048
800049
800051
800061
800065
800071
800072
800078
800081
800086
800092
800099
800104
800105
800109
800110
800113
800114
800115
800118
800122
800129
800130
800136
800138
800148
800151
800156
800159
800161
800170
800173
800174
800176
800177
800179
800182
800183
800184
800187
800194
800195
800197
800198
800199
800202
800203
800211
800212
800216
800220
800221
800223
800226
800227
800228
800229
800230
800232
800236
800238
800243
800246
800247
800249
800269
800271
800272
800276
800279
800280
800285
800299
800311
800312
800313
800316
800317
800321
800325
800326
800329
800331
800334
800337
800340
800341
800344
800346
800347
800349
800355
800356
800359
800363
800364
800365
800367
800371
800373
800375
800380
800385
800389
800390
800392
800393
800395
800400
800402
800404
800407
800410
800411
800412
800421
800426
800427
800433
800434
800440
800449
800451
800455
800461
800462
800464
800471
800472
800474
800481
800490
800492
800494
800497
800498
800501
800505
800506
800509
800512
800518
800522
800527
800528
800531
800535
800537
800544
800545
800551
800554
800557
800558
800565
800572
800575
800576
800577
800594
800596
800597
800604
800606
800613
800616
800617
800618
800625
800630
800640
800643
800647
800653
800657
800658
800659
800665
800666
800667
800672
800680
800688
800690
800693
800697
800702
800705
800714
800715
800716
800718
800719
800722
800733
800737
800757
800769
800780
800785
800789
800798
800799
800801
800805
800811
800820
800821
800825
800834
800839
800841
800847
800851
800853
800854
800860
800861
800883
800890
800891
800900
800901
800905
800908
800911
800912
800914
800916
800917
800923
800926
800927
800928
800937
800939
800945
800946
800949
800953
800955
800960
800962
800967
800968
800971
800973
800975
800980
800981
800985
800990
800993
800996
801001
801002
801005
801012
801013
801019
801021
801027
801033
801034
801035
801037
801038
801041
801044
801052
801058
801064
801071
801075
801077
801078
801080
801084
801085
801095
801101
801110
801112
801121
801122
801125
801126
801131
801133
801137
801139
801144
801147
801149
801150
801152
801157
801158
801159
801161
801162
801166
801173
801177
801181
801183
801190
801193
801196
801199
801206
801212
801213
801220
801222
801224
801225
801226
801228
801231
801233
801243
801246
801248
801251
801252
801263
801264
801267
801270
801273
801276
801278
801282
801289
801291
801294
801299
801300
801304
801307
801310
801311
801312
801314
801319
801320
801323
801325
801326
801331
801335
801337
801340
801341
801346
801350
801352
801355
801357
801366
801367
801370
801373
801376
801377
801378
801380
801381
801387
801389
801393
801396
801398
801413
801414
801416
801419
801420
801421
801425
801427
801432
801433
801435
801438
801444
801445
801446
801447
801448
801449
801452
801453
801454
801457
801458
801460
801461
801463
801469
801472
801474
801482
801487
801488
801491
801494
801497
801501
801502
801514
801517
801521
801526
801528
801530
801532
801540
801549
801553
801554
801559
801563
801564
801569
801571
801576
801585
801587
801590
801591
801596
801601
801602
801609
801610
801622
801631
801633
801638
801641
801645
801650
801651
801656
801658
801660
801662
801666
801668
801674
801675
801677
801685
801686
801689
801706
801707
801709
801713
801719
801724
801731
801732
801734
801735
801747
801757
801760
801762
801764
801770
801771
801773
801780
801782
801785
801788
801790
801792
801794
801800
801805
801806
801809
801811
801813
801814
801825
801827
801831
801833
801835
801838
801841
801846
801848
801849
801850
801855
801858
801859
801864
801867
801868
801873
801889
801900
801902
801907
801908
801909
801912
801916
801917
801919
801922
801928
801933
801934
801936
801942
801945
801949
801952
801953
801960
801963
801966
801982
801983
801988
801996
801998
802001
802003
802004
802005
802010
802011
802018
802021
802038
802041
802042
802056
802058
802060
802065
802072
802073
802075
802076
802078
802081
802082
802086
802094
802099
802101
802103
802104
802106
802109
802110
802113
802123
802125
802128
802132
802137
802144
802154
802171
802176
802177
802180
802182
802183
802185
802195
802196
802201
802205
802206
802211
802213
802214
802218
802219
802223
802228
802230
802233
802234
802235
802242
802247
802252
802257
802268
802272
802273
802279
802283
802286
802294
802295
802298
802299
802300
802301
802302
802303
802304
802308
802315
802322
802330
802332
802335
802340
802346
802348
802349
802355
802366
802368
802380
802381
802382
802385
802386
802388
802398
802400
802401
802408
802421
802424
802427
802435
802438
802448
802449
802451
802454
802459
802460
802462
802465
802466
802467
802471
802474
802475
802482
802483
802487
802491
802495
802498
802500
802502
802503
802509
802522
802523
802529
802533
802537
802549
802550
802555
802573
802578
802579
802587
802591
802593
802595
802610
802612
802614
802619
802626
802627
802628
802634
802635
802637
802642
802643
802645
802648
802654
802658
802659
802664
802675
802676
802678
802691
802693
802709
802711
802716
802717
802718
802720
802721
802724
802726
802730
802731
802734
802739
802745
802748
802753
