,train,eval
0,0.6662209272384644,0.46849071979522705
1,0.35843943282961843,0.4103306978940964
2,0.3378014571964741,0.4225899875164032
3,0.32714561745524406,0.38714343309402466
4,0.31892363987863065,0.4164265990257263
5,0.3282226026058197,0.41538335382938385
6,0.32233416587114333,0.4271010458469391
7,0.33899930454790594,0.42117826640605927
8,0.32251748740673064,0.39977363497018814
9,0.3255714654922485,0.41027960181236267
10,0.3184858478605747,0.42534295469522476
11,0.3089101515710354,0.4382508024573326
12,0.32708241119980813,0.39912090450525284
13,0.32624946236610414,0.3943236395716667
14,0.316620334610343,0.4074707254767418
15,0.31670702174305915,0.4407571852207184
16,0.3190458692610264,0.39808569848537445
17,0.3191899318248034,0.40624604374170303
18,0.33409602716565134,0.38935960829257965
19,0.32260413132607935,0.4201112538576126
20,0.3076466929167509,0.3765997216105461
21,0.3229838892817497,0.41864246129989624
22,0.3108137551695108,0.4019412100315094
23,0.3112954668700695,0.423046812415123
24,0.31597035862505435,0.41990969330072403
25,0.3172919888049364,0.42887235432863235
26,0.32301912978291514,0.39371076971292496
27,0.3164308913052082,0.41777417808771133
28,0.3165205329656601,0.43737535923719406
29,0.31533870808780196,0.3887818977236748
30,0.31184055618941786,0.3941616863012314
31,0.3122008144855499,0.4243213161826134
32,0.3116601951420307,0.4194115027785301
33,0.31220977790653703,0.38191480189561844
34,0.31474492363631723,0.42795708030462265
35,0.30980745162814854,0.43056535720825195
36,0.3223596479743719,0.40331417322158813
37,0.3060609955340624,0.4125528931617737
38,0.3205449845641851,0.4236307963728905
39,0.30921568237245084,0.40415559709072113
40,0.3113676905632019,0.4168434739112854
41,0.31890028566122053,0.46971534937620163
