,train,eval
0,0.7282921567559242,0.6319421976804733
1,0.6325982354581356,0.4934764951467514
2,0.48467260897159575,0.3805689662694931
3,0.3631439179182053,0.2740195691585541
4,0.2732050400227308,0.20834779739379883
5,0.21358726769685746,0.17830421030521393
6,0.1843798391520977,0.1681741625070572
7,0.1741790751228109,0.1648842990398407
8,0.17170926593244076,0.17006502859294415
9,0.16987498998641967,0.1652452014386654
10,0.16715903002768756,0.16712689958512783
11,0.1648752449080348,0.1630686391144991
12,0.1587830276461318,0.16670116037130356
13,0.15943883433938028,0.1716361828148365
14,0.16163686765357851,0.16582292690873146
15,0.15840954277664424,0.16340292617678642
16,0.16490774173289538,0.16977839171886444
17,0.16033282801508902,0.16406134888529778
18,0.15902546998113393,0.16202736273407936
19,0.1602714467793703,0.1658928133547306
20,0.1603655532002449,0.1646411158144474
21,0.15835371986031532,0.16149655729532242
22,0.15460404194891453,0.1710082683712244
23,0.15508558973670006,0.16000743582844734
24,0.15664693787693978,0.16251330077648163
25,0.15671826750040055,0.16175223886966705
26,0.15250877840444446,0.16072184219956398
27,0.15383568070828915,0.1625844892114401
28,0.15258271731436251,0.1716454140841961
29,0.1584883788600564,0.1651732474565506
30,0.15433266945183277,0.16703504882752895
31,0.15605930965393783,0.16236509196460247
32,0.1558884110301733,0.1658502295613289
33,0.1544470688328147,0.16827129572629929
34,0.1523409139364958,0.17077994160354137
35,0.15275230240076781,0.164546187967062
36,0.15304709393531085,0.16495773941278458
37,0.1531179379671812,0.1621150728315115
38,0.15049249324947594,0.1635120026767254
39,0.1534704701974988,0.164789866656065
40,0.1466094221919775,0.1699141226708889
41,0.15106302835047244,0.16117218509316444
42,0.14936918411403893,0.16118952259421349
43,0.14745447579771281,0.17475057393312454
44,0.15002388022840024,0.17067978903651237
